"","x","y","elevation","forest","water"
"205",923942,104276,1310,44,0
"206",924942,55276,486,0,0
"207",924942,56276,470,1,0
"208",924942,57276,450,10,0
"209",924942,58276,422,4,0
"210",924942,59276,408,4,0
"211",924942,60276,385,0,0
"212",924942,61276,376,0,7
"213",924942,62276,375,1,11
"214",924942,63276,403,0,0
"215",924942,64276,408,0,0
"216",924942,65276,438,1,0
"217",924942,66276,450,2,0
"218",924942,67276,409,15,0
"219",924942,68276,407,10,0
"220",924942,69276,425,28,0
"221",924942,70276,425,8,0
"222",924942,71276,422,42,2
"223",924942,72276,433,83,1
"224",924942,73276,444,88,0
"225",924942,74276,455,50,0
"226",924942,75276,470,5,0
"227",924942,76276,468,12,3
"228",924942,77276,463,2,0
"229",924942,83276,626,39,0
"230",924942,84276,746,100,0
"231",924942,85276,931,100,0
"232",924942,86276,1141,100,0
"233",924942,87276,1321,92,0
"234",924942,88276,1343,60,0
"235",924942,89276,1204,71,0
"236",924942,90276,1232,73,0
"237",924942,91276,1332,57,0
"238",924942,92276,1371,80,0
"239",924942,93276,1431,68,0
"240",924942,94276,1472,62,0
"241",924942,95276,1456,47,0
"242",924942,96276,1376,77,0
"243",924942,97276,1264,48,0
"244",924942,98276,1167,24,0
"245",924942,102276,1219,15,0
"246",924942,103276,1263,90,0
"247",924942,104276,1300,99,0
"248",924942,105276,1330,62,0
"249",924942,106276,1349,1,0
"250",925942,56276,459,0,0
"251",925942,57276,440,2,0
"252",925942,58276,422,2,0
"253",925942,59276,419,10,1
"254",925942,60276,385,15,10
"255",925942,61276,389,0,0
"256",925942,62276,380,0,7
"257",925942,63276,376,0,33
"258",925942,64276,384,0,20
"259",925942,65276,381,4,37
"260",925942,66276,386,12,27
"261",925942,67276,389,8,13
"262",925942,68276,392,11,4
"263",925942,69276,421,6,0
"264",925942,70276,416,19,0
"265",925942,71276,410,28,1
"266",925942,72276,425,30,0
"267",925942,73276,431,49,0
"268",925942,74276,450,53,1
"269",925942,75276,460,55,0
"270",925942,76276,475,72,0
"271",925942,77276,470,22,0
"272",925942,78276,467,1,2
"273",925942,82276,543,0,0
"274",925942,83276,549,7,0
"275",925942,84276,600,70,0
"276",925942,85276,691,91,0
"277",925942,86276,890,100,0
"278",925942,87276,1147,98,0
"279",925942,88276,1207,94,0
"280",925942,89276,1166,67,0
"281",925942,90276,1216,87,0
"282",925942,91276,1326,42,0
"283",925942,92276,1342,66,0
"284",925942,93276,1329,36,0
"285",925942,94276,1371,96,0
"286",925942,95276,1502,95,0
"287",925942,96276,1468,95,0
"288",925942,97276,1347,87,0
"289",925942,98276,1286,55,0
"290",925942,99276,1135,3,0
"291",925942,101276,1184,14,0
"292",925942,102276,1197,83,0
"293",925942,103276,1239,96,0
"294",925942,104276,1239,96,0
"295",925942,105276,1296,100,0
"296",925942,106276,1352,52,0
"297",926942,57276,426,0,0
"298",926942,58276,425,25,0
"299",926942,59276,417,7,1
"300",926942,60276,397,11,4
"301",926942,61276,417,3,2
"302",926942,62276,394,0,1
"303",926942,63276,372,0,78
"304",926942,64276,372,0,100
"305",926942,65276,372,0,100
"306",926942,66276,372,0,100
"307",926942,67276,372,0,100
"308",926942,68276,372,0,87
"309",926942,69276,391,1,19
"310",926942,70276,400,24,0
"311",926942,71276,398,6,0
"312",926942,72276,407,9,0
"313",926942,73276,423,41,2
"314",926942,74276,428,18,0
"315",926942,75276,443,3,0
"316",926942,76276,453,9,0
"317",926942,77276,473,17,0
"318",926942,78276,474,0,1
"319",926942,79276,469,7,0
"320",926942,80276,468,1,0
"321",926942,81276,477,0,0
"322",926942,82276,506,6,0
"323",926942,83276,524,0,1
"324",926942,84276,549,13,0
"325",926942,85276,607,18,0
"326",926942,86276,703,89,0
"327",926942,87276,859,100,0
"328",926942,88276,1041,92,0
"329",926942,89276,1086,58,0
"330",926942,90276,1126,53,0
"331",926942,91276,1287,50,0
"332",926942,92276,1286,87,0
"333",926942,93276,1300,87,0
"334",926942,94276,1299,67,0
"335",926942,95276,1355,88,0
"336",926942,96276,1463,59,0
"337",926942,97276,1481,89,0
"338",926942,98276,1374,93,0
"339",926942,99276,1304,24,0
"340",926942,100276,1194,44,0
"341",926942,101276,1050,46,1
"342",926942,102276,1179,83,0
"343",926942,103276,1222,88,0
"344",926942,104276,1215,88,0
"345",926942,105276,1269,100,0
"346",926942,106276,1325,99,0
"347",926942,107276,1345,28,0
"348",927942,57276,424,0,0
"349",927942,58276,427,6,0
"350",927942,59276,417,21,6
"351",927942,60276,412,11,5
"352",927942,61276,421,0,0
"353",927942,62276,421,3,0
"354",927942,63276,400,10,15
"355",927942,64276,372,0,81
"356",927942,65276,372,0,100
"357",927942,66276,372,0,100
"358",927942,67276,372,0,100
"359",927942,68276,372,0,100
"360",927942,69276,372,0,97
"361",927942,70276,372,2,74
"362",927942,71276,372,0,85
"363",927942,72276,372,1,67
"364",927942,73276,387,5,17
"365",927942,74276,412,6,0
"366",927942,75276,426,2,0
"367",927942,76276,432,0,0
"368",927942,77276,444,0,0
"369",927942,78276,463,13,0
"370",927942,79276,468,39,0
"371",927942,80276,472,32,0
"372",927942,81276,466,1,0
"373",927942,82276,490,1,0
"374",927942,83276,513,1,0
"375",927942,84276,533,2,0
"376",927942,85276,554,5,0
"377",927942,86276,609,68,0
"378",927942,87276,712,98,0
"379",927942,88276,823,94,0
"380",927942,89276,978,94,0
"381",927942,90276,1074,23,0
"382",927942,91276,1134,58,0
"383",927942,92276,1193,62,0
"384",927942,93276,1252,78,0
"385",927942,94276,1286,59,0
"386",927942,95276,1279,64,0
"387",927942,96276,1360,78,0
"388",927942,97276,1460,54,0
"389",927942,98276,1458,95,0
"390",927942,99276,1355,91,0
"391",927942,100276,1284,35,0
"392",927942,101276,1119,74,0
"393",927942,102276,1046,30,0
"394",927942,103276,1174,84,0
"395",927942,104276,1192,89,0
"396",927942,105276,1223,100,0
"397",927942,106276,1244,100,0
"398",927942,107276,1336,94,0
"399",927942,108276,1352,4,0
"400",928942,58276,423,0,0
"401",928942,59276,406,0,2
"402",928942,60276,402,0,2
"403",928942,61276,413,2,0
"404",928942,62276,424,0,0
"405",928942,63276,439,3,0
"406",928942,64276,471,4,1
"407",928942,65276,384,1,42
"408",928942,66276,372,0,93
"409",928942,67276,372,0,95
"410",928942,68276,372,0,100
"411",928942,69276,372,0,100
"412",928942,70276,372,0,100
"413",928942,71276,350,0,100
"414",928942,72276,372,0,100
"415",928942,73276,372,0,95
"416",928942,74276,377,0,47
"417",928942,75276,401,4,0
"418",928942,76276,413,0,0
"419",928942,77276,421,1,0
"420",928942,78276,437,11,0
"421",928942,79276,450,19,0
"422",928942,80276,459,43,0
"423",928942,81276,460,17,0
"424",928942,82276,468,2,0
"425",928942,83276,501,0,0
"426",928942,84276,513,2,0
"427",928942,85276,529,1,0
"428",928942,86276,565,37,0
"429",928942,87276,650,89,0
"430",928942,88276,680,96,0
"431",928942,89276,870,92,0
"432",928942,90276,1032,36,0
"433",928942,91276,1058,65,0
"434",928942,92276,1115,79,0
"435",928942,93276,1164,77,0
"436",928942,94276,1253,49,0
"437",928942,95276,1250,34,0
"438",928942,96276,1294,74,0
"439",928942,97276,1362,81,0
"440",928942,98276,1463,73,0
"441",928942,99276,1446,92,0
"442",928942,100276,1316,53,0
"443",928942,101276,1250,21,0
"444",928942,102276,1073,44,0
"445",928942,103276,1050,27,0
"446",928942,104276,1145,61,0
"447",928942,105276,1141,73,0
"448",928942,106276,1208,97,0
"449",928942,107276,1281,100,0
"450",928942,108276,1345,63,0
"451",928942,109276,1354,5,0
"452",929942,60276,405,0,0
"453",929942,61276,420,0,0
"454",929942,62276,423,0,0
"455",929942,63276,429,3,0
"456",929942,64276,462,3,0
"457",929942,65276,476,4,0
"458",929942,66276,428,0,0
"459",929942,67276,403,6,2
"460",929942,68276,387,4,10
"461",929942,69276,372,3,70
"462",929942,70276,372,0,100
"463",929942,71276,372,0,100
"464",929942,72276,372,0,100
"465",929942,73276,372,0,100
"466",929942,74276,372,0,100
"467",929942,75276,372,1,68
"468",929942,76276,384,1,24
"469",929942,77276,390,0,4
"470",929942,78276,398,8,0
"471",929942,79276,432,3,0
"472",929942,80276,445,4,0
"473",929942,81276,450,1,0
"474",929942,82276,448,3,0
"475",929942,83276,478,0,0
"476",929942,84276,494,1,0
"477",929942,85276,503,1,0
"478",929942,86276,540,6,0
"479",929942,87276,569,42,0
"480",929942,88276,618,28,0
"481",929942,89276,783,99,0
"482",929942,90276,913,89,0
"483",929942,91276,1021,73,0
"484",929942,92276,1011,85,0
"485",929942,93276,1131,64,0
"486",929942,94276,1212,65,0
"487",929942,95276,1318,82,0
"488",929942,96276,1297,58,0
"489",929942,97276,1299,40,0
"490",929942,98276,1328,59,0
"491",929942,99276,1429,85,0
"492",929942,100276,1388,93,0
"493",929942,101276,1278,53,0
"494",929942,102276,1220,30,0
"495",929942,103276,1069,14,1
"496",929942,104276,1055,33,1
"497",929942,105276,1094,31,0
"498",929942,106276,1147,71,0
"499",929942,107276,1218,100,0
"500",929942,108276,1300,99,0
"501",929942,109276,1341,66,0
"502",929942,110276,1366,1,0
"503",930942,61276,422,1,0
"504",930942,62276,427,3,0
"505",930942,63276,428,5,0
"506",930942,64276,434,0,0
"507",930942,65276,458,6,0
"508",930942,66276,447,1,0
"509",930942,67276,432,2,0
"510",930942,68276,413,0,0
"511",930942,69276,386,1,21
"512",930942,70276,372,0,90
"513",930942,71276,372,0,100
"514",930942,72276,372,0,100
"515",930942,73276,372,0,100
"516",930942,74276,372,0,100
"517",930942,75276,372,0,100
"518",930942,76276,372,0,100
"519",930942,77276,372,0,90
"520",930942,78276,372,1,69
"521",930942,79276,383,6,23
"522",930942,80276,423,5,0
"523",930942,81276,431,14,0
"524",930942,82276,430,10,0
"525",930942,83276,451,0,0
"526",930942,84276,473,1,0
"527",930942,85276,481,0,0
"528",930942,86276,506,5,0
"529",930942,87276,533,6,0
"530",930942,88276,570,1,0
"531",930942,89276,663,60,0
"532",930942,90276,792,20,0
"533",930942,91276,874,45,0
"534",930942,92276,923,91,0
"535",930942,93276,983,62,0
"536",930942,94276,1146,90,0
"537",930942,95276,1343,80,0
"538",930942,96276,1366,66,0
"539",930942,97276,1377,55,0
"540",930942,98276,1334,50,0
"541",930942,99276,1331,44,0
"542",930942,100276,1360,81,0
"543",930942,101276,1336,86,0
"544",930942,102276,1288,54,0
"545",930942,103276,1209,35,0
"546",930942,104276,1043,6,1
"547",930942,105276,1042,18,0
"548",930942,106276,1088,30,0
"549",930942,107276,1155,86,0
"550",930942,108276,1224,99,0
"551",930942,109276,1286,99,0
"552",930942,110276,1355,67,0
"553",931942,62276,429,0,0
"554",931942,63276,429,0,0
"555",931942,64276,428,3,1
"556",931942,65276,452,3,0
"557",931942,66276,433,1,1
"558",931942,67276,436,0,0
"559",931942,68276,435,0,0
"560",931942,69276,429,6,0
"561",931942,70276,416,2,6
"562",931942,71276,374,0,61
"563",931942,72276,372,0,100
"564",931942,73276,372,0,100
"565",931942,74276,372,0,61
"566",931942,75276,372,0,55
"567",931942,76276,372,0,96
"568",931942,77276,372,0,100
"569",931942,78276,372,0,100
"570",931942,79276,372,0,100
"571",931942,80276,375,1,51
"572",931942,81276,398,20,0
"573",931942,82276,415,11,0
"574",931942,83276,429,0,0
"575",931942,84276,452,3,0
"576",931942,85276,462,0,0
"577",931942,86276,464,9,0
"578",931942,87276,494,10,0
"579",931942,88276,540,15,0
"580",931942,89276,634,6,0
"581",931942,90276,694,7,0
"582",931942,91276,746,49,0
"583",931942,92276,837,41,0
"584",931942,93276,916,80,0
"585",931942,94276,1036,87,0
"586",931942,95276,1184,85,0
"587",931942,96276,1326,87,0
"588",931942,97276,1400,79,0
"589",931942,98276,1430,60,0
"590",931942,99276,1320,19,0
"591",931942,100276,1320,43,0
"592",931942,101276,1322,51,0
"593",931942,102276,1333,92,0
"594",931942,103276,1279,49,0
"595",931942,104276,1130,46,1
"596",931942,105276,1020,5,1
"597",931942,106276,1028,3,0
"598",931942,107276,1090,31,1
"599",931942,108276,1152,66,0
"600",931942,109276,1196,100,0
"601",931942,110276,1269,100,0
"602",931942,111276,1344,51,0
"603",932942,62276,437,0,0
"604",932942,63276,433,0,0
"605",932942,64276,430,3,0
"606",932942,65276,429,5,1
"607",932942,66276,431,1,0
"608",932942,67276,437,0,0
"609",932942,68276,438,1,1
"610",932942,69276,434,2,0
"611",932942,70276,426,2,1
"612",932942,71276,420,6,0
"613",932942,72276,382,1,50
"614",932942,73276,372,0,83
"615",932942,74276,372,0,9
"616",932942,76276,372,0,7
"617",932942,77276,372,0,50
"618",932942,78276,372,0,94
"619",932942,79276,372,0,100
"620",932942,80276,372,0,100
"621",932942,81276,372,4,66
"622",932942,82276,398,1,6
"623",932942,83276,415,1,0
"624",932942,84276,431,11,0
"625",932942,85276,452,4,0
"626",932942,86276,445,13,0
"627",932942,87276,483,21,0
"628",932942,88276,524,67,0
"629",932942,89276,577,55,0
"630",932942,90276,661,38,0
"631",932942,91276,722,16,0
"632",932942,92276,781,3,0
"633",932942,93276,833,14,0
"634",932942,94276,907,75,0
"635",932942,95276,1048,83,0
"636",932942,96276,1152,94,0
"637",932942,97276,1323,77,0
"638",932942,98276,1349,90,0
"639",932942,99276,1368,83,0
"640",932942,100276,1344,33,0
"641",932942,101276,1318,47,0
"642",932942,102276,1355,96,0
"643",932942,103276,1338,52,0
"644",932942,104276,1356,62,0
"645",932942,105276,1189,60,0
"646",932942,106276,1016,5,1
"647",932942,107276,1020,10,3
"648",932942,108276,1066,16,0
"649",932942,109276,1136,87,0
"650",932942,110276,1210,100,0
"651",932942,111276,1297,99,0
"652",932942,112276,1379,41,0
"653",933942,62276,445,0,0
"654",933942,63276,454,0,1
"655",933942,64276,448,2,0
"656",933942,65276,451,0,0
"657",933942,66276,457,1,0
"658",933942,67276,450,4,0
"659",933942,68276,444,0,0
"660",933942,69276,430,0,0
"661",933942,71276,418,2,0
"662",933942,72276,411,9,0
"663",933942,73276,388,2,0
"664",933942,78276,372,0,6
"665",933942,79276,372,0,50
"666",933942,80276,372,0,97
"667",933942,81276,372,0,100
"668",933942,82276,372,1,82
"669",933942,83276,399,0,16
"670",933942,84276,420,1,0
"671",933942,85276,422,0,0
"672",933942,86276,432,12,0
"673",933942,87276,460,5,0
"674",933942,88276,501,11,0
"675",933942,89276,597,12,0
"676",933942,90276,645,59,0
"677",933942,91276,687,35,0
"678",933942,92276,727,7,0
"679",933942,93276,772,8,0
"680",933942,94276,837,11,0
"681",933942,95276,932,73,0
"682",933942,96276,1028,90,0
"683",933942,97276,1177,95,0
"684",933942,98276,1248,100,0
"685",933942,99276,1288,85,0
"686",933942,100276,1395,75,0
"687",933942,101276,1367,38,0
"688",933942,102276,1346,32,0
"689",933942,103276,1330,21,0
"690",933942,104276,1373,61,0
"691",933942,105276,1325,65,0
"692",933942,106276,1127,23,0
"693",933942,107276,1008,11,4
"694",933942,108276,1006,13,45
"695",933942,109276,1071,36,3
"696",933942,110276,1119,63,0
"697",933942,111276,1174,80,0
"698",933942,112276,1281,68,0
"699",933942,113276,1374,44,0
"700",934942,63276,481,4,0
"701",934942,64276,476,9,0
"702",934942,65276,473,0,0
"703",934942,66276,465,0,0
"704",934942,67276,461,1,0
"705",934942,68276,454,0,0
"706",934942,80276,372,0,40
"707",934942,81276,372,0,100
"708",934942,82276,372,0,100
"709",934942,83276,372,3,63
"710",934942,84276,404,9,0
"711",934942,85276,411,23,0
"712",934942,86276,421,5,0
"713",934942,87276,435,0,0
"714",934942,88276,464,1,1
"715",934942,89276,571,17,0
"716",934942,90276,686,2,0
"717",934942,91276,725,7,0
"718",934942,92276,756,0,0
"719",934942,93276,808,19,0
"720",934942,94276,870,0,0
"721",934942,95276,950,6,0
"722",934942,96276,936,8,0
"723",934942,97276,1009,64,0
"724",934942,98276,1128,98,0
"725",934942,99276,1150,95,0
"726",934942,100276,1365,35,0
"727",934942,101276,1432,94,0
"728",934942,102276,1369,40,0
"729",934942,103276,1350,22,0
"730",934942,104276,1340,34,0
"731",934942,105276,1341,82,0
"732",934942,106276,1269,46,0
"733",934942,107276,1106,16,0
"734",934942,108276,1005,0,44
"735",934942,109276,1004,13,72
"736",934942,110276,1071,31,2
"737",934942,111276,1150,29,0
"738",934942,112276,1146,60,0
"739",934942,113276,1284,73,0
"740",934942,114276,1286,31,0
"741",935942,63276,491,0,0
"742",935942,64276,494,54,0
"743",935942,65276,486,33,0
"744",935942,66276,481,7,0
"745",935942,67276,472,22,0
"746",935942,68276,467,7,0
"747",935942,81276,372,0,67
"748",935942,82276,372,0,100
"749",935942,83276,372,9,65
"750",935942,84276,390,40,0
"751",935942,85276,402,39,0
"752",935942,86276,407,0,0
"753",935942,87276,421,9,1
"754",935942,88276,426,7,0
"755",935942,89276,467,9,1
"756",935942,90276,678,29,0
"757",935942,91276,762,32,0
"758",935942,92276,806,43,0
"759",935942,93276,809,80,0
"760",935942,94276,843,31,0
"761",935942,95276,842,16,0
"762",935942,96276,861,36,0
"763",935942,97276,1000,82,0
"764",935942,98276,1067,87,0
"765",935942,99276,1103,86,0
"766",935942,100276,1241,94,0
"767",935942,101276,1446,83,0
"768",935942,102276,1491,59,0
"769",935942,103276,1461,16,0
"770",935942,104276,1395,56,0
"771",935942,105276,1327,54,0
"772",935942,106276,1306,63,0
"773",935942,107276,1272,34,0
"774",935942,108276,1086,17,2
"775",935942,109276,1004,0,76
"776",935942,110276,1004,16,67
"777",935942,111276,1076,14,0
"778",935942,112276,1098,11,0
"779",935942,113276,1157,44,0
"780",935942,114276,1239,90,0
"781",935942,115276,1197,37,0
"782",935942,116276,1186,1,0
"783",936942,64276,505,1,0
"784",936942,65276,501,79,0
"785",936942,66276,492,87,1
"786",936942,67276,482,82,0
"787",936942,68276,472,58,0
"788",936942,69276,465,11,0
"789",936942,81276,372,0,6
"790",936942,82276,372,0,87
"791",936942,83276,372,0,100
"792",936942,84276,372,8,88
"793",936942,85276,372,7,60
"794",936942,86276,386,2,22
"795",936942,87276,403,36,1
"796",936942,88276,413,3,0
"797",936942,89276,432,0,0
"798",936942,90276,517,31,0
"799",936942,91276,686,87,0
"800",936942,92276,782,88,0
"801",936942,93276,862,86,0
"802",936942,94276,792,69,0
"803",936942,95276,792,66,0
"804",936942,96276,786,47,0
"805",936942,97276,948,85,0
"806",936942,98276,1035,84,0
"807",936942,99276,1010,100,0
"808",936942,100276,1220,99,0
"809",936942,101276,1339,79,0
"810",936942,102276,1439,86,0
"811",936942,103276,1516,69,0
"812",936942,104276,1550,40,0
"813",936942,105276,1421,67,0
"814",936942,106276,1350,56,0
"815",936942,107276,1346,47,0
"816",936942,108276,1265,44,0
"817",936942,109276,1051,29,17
"818",936942,110276,1004,0,95
"819",936942,111276,1031,19,46
"820",936942,112276,1076,17,0
"821",936942,113276,1108,35,0
"822",936942,114276,1169,56,0
"823",936942,115276,1198,85,0
"824",936942,116276,1180,55,0
"825",937942,65276,508,12,0
"826",937942,66276,507,30,0
"827",937942,67276,500,40,0
"828",937942,68276,492,29,0
"829",937942,82276,372,0,21
"830",937942,83276,372,0,98
"831",937942,84276,372,0,100
"832",937942,85276,372,0,100
"833",937942,86276,372,0,100
"834",937942,87276,382,7,38
"835",937942,88276,419,3,0
"836",937942,89276,431,5,0
"837",937942,90276,466,0,0
"838",937942,91276,553,26,0
"839",937942,92276,715,78,0
"840",937942,93276,823,35,0
"841",937942,94276,787,34,0
"842",937942,95276,759,28,0
"843",937942,96276,755,26,0
"844",937942,97276,803,19,0
"845",937942,98276,870,67,0
"846",937942,99276,886,100,0
"847",937942,100276,1088,96,0
"848",937942,101276,1301,100,0
"849",937942,102276,1380,60,0
"850",937942,103276,1475,61,0
"851",937942,104276,1547,67,0
"852",937942,105276,1546,19,0
"853",937942,106276,1435,52,0
"854",937942,107276,1367,65,0
"855",937942,108276,1348,63,0
"856",937942,109276,1270,89,0
"857",937942,110276,1032,32,32
"858",937942,111276,1004,1,98
"859",937942,112276,1037,25,22
"860",937942,113276,1068,33,0
"861",937942,114276,1126,56,0
"862",937942,115276,1181,60,0
"863",937942,116276,1176,92,0
"864",937942,117276,1117,9,0
"865",938942,83276,372,0,45
"866",938942,84276,372,0,100
"867",938942,85276,372,0,100
"868",938942,86276,372,0,100
"869",938942,87276,372,0,96
"870",938942,88276,380,0,37
"871",938942,89276,421,14,1
"872",938942,90276,442,4,0
"873",938942,91276,490,0,0
"874",938942,92276,637,53,0
"875",938942,93276,784,15,0
"876",938942,94276,739,2,0
"877",938942,95276,723,1,0
"878",938942,96276,713,7,2
"879",938942,97276,738,13,0
"880",938942,98276,761,68,0
"881",938942,99276,799,65,0
"882",938942,100276,861,85,0
"883",938942,101276,1070,99,0
"884",938942,102276,1337,100,0
"885",938942,103276,1450,75,0
"886",938942,104276,1471,68,0
"887",938942,105276,1585,32,0
"888",938942,106276,1559,21,0
"889",938942,107276,1437,61,0
"890",938942,108276,1415,58,0
"891",938942,109276,1374,53,0
"892",938942,110276,1282,62,0
"893",938942,111276,1010,24,48
"894",938942,112276,1004,9,80
"895",938942,113276,1048,13,3
"896",938942,114276,1081,34,0
"897",938942,115276,1166,61,0
"898",938942,116276,1185,64,0
"899",938942,117276,1116,60,0
"900",939942,83276,372,0,0
"901",939942,84276,372,0,72
"902",939942,85276,372,0,100
"903",939942,86276,372,0,100
"904",939942,87276,372,0,100
"905",939942,88276,372,0,100
"906",939942,89276,373,4,54
"907",939942,90276,408,4,0
"908",939942,91276,437,0,0
"909",939942,92276,562,11,0
